Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,Market_Price,Cost_of_Cultivation,Revenue,Profit,ROI,Crop_encoded,State_encoded,Season_encoded
Castor seed,1997,Kharif     ,Uttar Pradesh,23.0,15,473.9,2188.91,7.13,0.814285714,5300.0,40000.0,4315.7142842,-35684.2857158,-89.21071428949999,2,26,1
Arhar/Tur,1998,Kharif     ,Andhra Pradesh,390800.0,169100,1048.3,38611040.0,113332.0,0.461818182,6200.0,71370.0,2863.2727284000002,-68506.7272716,-95.98812844556537,1,0,1
Arhar/Tur,1998,Rabi       ,Andhra Pradesh,3100.0,1600,1048.3,306280.0,899.0,0.56,6200.0,71370.0,3472.0000000000005,-67898.0,-95.13521087291579,1,0,2
Castor seed,1998,Kharif     ,Andhra Pradesh,203700.0,45500,1048.3,20125560.0,59073.0,0.266,5300.0,40000.0,1409.8000000000002,-38590.2,-96.4755,2,0,1
Cotton(lint),1998,Kharif     ,Andhra Pradesh,1280900.0,1522100,1048.3,126552920.0,371461.0,1.093809524,52000.0,82200.0,56878.095248000005,-25321.904751999995,-30.805236924574203,4,0,1
Arhar/Tur,1998,Kharif     ,Bihar,65771.0,98963,1332.5,6498174.8,19073.59,1.447037037,6200.0,71370.0,8971.6296294,-62398.3703706,-87.42941063556117,1,3,1
Castor seed,1998,Kharif     ,Bihar,975.0,810,1332.5,96330.0,282.75,0.835454545,5300.0,40000.0,4427.9090885000005,-35572.090911499996,-88.93022727874998,2,3,1
Cotton(lint),1998,Kharif     ,Bihar,43.0,88,1332.5,4248.4,12.47,2.05,52000.0,82200.0,106599.99999999999,24399.999999999985,29.683698296836962,4,3,1
Arhar/Tur,1998,Kharif     ,Gujarat,360100.0,342700,775.6,35577880.0,104429.0,1.012777778,6200.0,71370.0,6279.2222236,-65090.7777764,-91.20187442398768,1,7,1
Castor seed,1998,Kharif     ,Gujarat,348300.0,694500,775.6,34412040.0,101007.0,2.431764706,5300.0,40000.0,12888.3529418,-27111.6470582,-67.7791176455,2,7,1
Cotton(lint),1998,Kharif     ,Gujarat,1658500.0,3903000,775.6,163859800.0,480965.0,2.73,52000.0,82200.0,141960.0,59760.0,72.7007299270073,4,7,1
Arhar/Tur,1998,Kharif     ,Haryana,14247.0,13500,687.6,1407603.6,4131.63,0.905789474,6200.0,71370.0,5615.8947388,-65754.1052612,-92.13129502760265,1,8,1
Cotton(lint),1998,Kharif     ,Haryana,583165.0,874000,687.6,57616702.0,169117.85,0.748421053,52000.0,82200.0,38917.894755999994,-43282.105244000006,-52.654629250608274,4,8,1
Arhar/Tur,1998,Kharif     ,Himachal Pradesh,128.0,30,1381.6,12646.4,37.12,0.255,6200.0,71370.0,1581.0,-69789.0,-97.78478352248844,1,9,1
Cotton(lint),1998,Whole Year ,Himachal Pradesh,57.0,30,1381.6,5631.6,16.53,0.548333333,52000.0,82200.0,28513.333316,-53686.666683999996,-65.31224657420924,4,9,4
Arhar/Tur,1998,Kharif     ,Madhya Pradesh,352700.0,330500,962.7,34846760.0,102283.0,0.917166667,6200.0,71370.0,5686.4333354,-65683.5666646,-92.03245994759703,1,14,1
Cotton(lint),1998,Kharif     ,Madhya Pradesh,494200.0,72700,962.7,48826960.0,143318.0,0.138333333,52000.0,82200.0,7193.333316,-75006.666684,-91.24898623357663,4,14,1
Arhar/Tur,1998,Kharif     ,Maharashtra,1006700.0,808900,1314.8,99461960.0,291943.0,0.6425,6200.0,71370.0,3983.4999999999995,-67386.5,-94.41852318901499,1,15,1
Castor seed,1998,Kharif     ,Maharashtra,10100.0,2900,1314.8,997880.0,2929.0,0.277,5300.0,40000.0,1468.1000000000001,-38531.9,-96.32975,2,15,1
Cotton(lint),1998,Kharif     ,Maharashtra,3199100.0,2618900,1314.8,316071080.0,927739.0,1.040434783,52000.0,82200.0,54102.608716,-28097.391283999998,-34.18174122141119,4,15,1
Arhar/Tur,1998,Kharif     ,Punjab,8700.0,5400,588.6,859560.0,2523.0,0.685,6200.0,71370.0,4247.0,-67123.0,-94.04932044276306,1,22,1
Cotton(lint),1998,Kharif     ,Punjab,562000.0,595000,588.6,55525600.0,162980.0,1.004,52000.0,82200.0,52208.0,-29992.0,-36.48661800486618,4,22,1
Arhar/Tur,1998,Kharif     ,Tamil Nadu,113783.0,99516,1077.1,11241760.4,32997.07,0.8125,6200.0,71370.0,5037.5,-66332.5,-92.94171220400729,1,23,1
Castor seed,1998,Whole Year ,Tamil Nadu,42634.0,14626,1077.1,4212239.2,12363.86,0.347647059,5300.0,40000.0,1842.5294127,-38157.4705873,-95.39367646824999,2,23,4
Cotton(lint),1998,Kharif     ,Tamil Nadu,242830.0,429535,1077.1,23991604.0,70420.7,1.9364,52000.0,82200.0,100692.79999999999,18492.79999999999,22.49732360097322,4,23,1
Arhar/Tur,1998,Kharif     ,Tripura,790.0,520,2472.9,78052.0,229.1,0.67,6200.0,71370.0,4154.0,-67216.0,-94.17962729438139,1,25,1
Cotton(lint),1998,Kharif     ,Tripura,750.0,850,2472.9,74100.0,217.5,1.155,52000.0,82200.0,60060.0,-22140.0,-26.934306569343065,4,25,1
Arhar/Tur,1998,Kharif     ,Uttar Pradesh,427079.0,497339,743.4,42195405.2,123852.91,0.982,6200.0,71370.0,6088.4,-65281.6,-91.46924478072019,1,26,1
Castor seed,1998,Rabi       ,Uttar Pradesh,36.0,24,743.4,3556.8,10.44,0.674615385,5300.0,40000.0,3575.4615405,-36424.5384595,-91.06134614875,2,26,2
Cotton(lint),1998,Kharif     ,Uttar Pradesh,7454.0,813,743.4,736455.2,2161.66,0.088,52000.0,82200.0,4576.0,-77624.0,-94.4330900243309,4,26,1
Arhar/Tur,1999,Kharif     ,Bihar,43024.0,53433,1402.7,4566137.12,11616.48,1.382162162,6200.0,71370.0,8569.4054044,-62800.5945956,-87.99298668291999,1,3,1
Arhar/Tur,1999,Kharif     ,Gujarat,358000.0,290800,458.9,37994540.0,96660.0,0.820555556,6200.0,71370.0,5087.4444472,-66282.5555528,-92.87173259464761,1,7,1
Castor seed,1999,Kharif     ,Gujarat,346300.0,622400,458.9,36752819.0,93501.0,1.696470588,5300.0,40000.0,8991.2941164,-31008.7058836,-77.521764709,2,7,1
Cotton(lint),1999,Kharif     ,Gujarat,1539400.0,2085500,458.9,163376522.0,415638.0,1.608823529,52000.0,82200.0,83658.823508,1458.8235080000013,1.7747244622871063,4,7,1
Arhar/Tur,1999,Kharif     ,Haryana,11630.0,9800,344.0,1234291.9,3140.1,0.735789474,6200.0,71370.0,4561.894738800001,-66808.1052612,-93.60810601261035,1,8,1
Cotton(lint),1999,Kharif     ,Haryana,543718.0,1304000,344.0,57704791.34,146803.86,1.136315789,52000.0,82200.0,59088.421028,-23111.578972000003,-28.116276121654504,4,8,1
Arhar/Tur,1999,Kharif     ,Himachal Pradesh,155.0,33,1144.9,16450.15,41.85,0.136666667,6200.0,71370.0,847.3333353999999,-70522.6666646,-98.81275979347063,1,9,1
Arhar/Tur,1999,Kharif     ,Karnataka,508086.0,289526,1203.8,53923167.18,137183.22,0.48625,6200.0,71370.0,3014.75,-68355.25,-95.7758862267059,1,12,1
Castor seed,1999,Kharif     ,Karnataka,25544.0,19710,1203.8,2710984.72,6896.88,0.768181818,5300.0,40000.0,4071.3636353999996,-35928.6363646,-89.82159091150001,2,12,1
Coconut ,1999,Whole Year ,Karnataka,321158.0,1671774000,1203.8,34084498.54,86712.66,4680.495926,11000.0,155836.0,51485455.186,51329619.186,32938.229411689215,3,12,4
Cotton(lint),1999,Kharif     ,Karnataka,545675.0,664547,1203.8,57912487.75,147332.25,1.31,52000.0,82200.0,68120.0,-14080.0,-17.128953771289538,4,12,1
Arhar/Tur,1999,Kharif     ,Madhya Pradesh,341221.0,308367,1222.9,36213784.73,92129.67,0.902881356,6200.0,71370.0,5597.8644072,-65772.1355928,-92.15655820765028,1,14,1
Castor seed,1999,Kharif     ,Madhya Pradesh,2708.0,845,1222.9,287400.04,731.16,0.385862069,5300.0,40000.0,2045.0689656999998,-37954.9310343,-94.88732758575,2,14,1
Cotton(lint),1999,Kharif     ,Madhya Pradesh,484669.0,415594,1222.9,51437920.97,130860.63,0.659090909,52000.0,82200.0,34272.727268,-47927.272732,-58.30568458880778,4,14,1
Arhar/Tur,1999,Kharif     ,Maharashtra,1040900.0,868100,1166.5,110470717.0,281043.0,0.706875,6200.0,71370.0,4382.625,-66987.375,-93.85928961748634,1,15,1
Castor seed,1999,Kharif     ,Maharashtra,11000.0,2900,1166.5,1167430.0,2970.0,0.263636364,5300.0,40000.0,1397.2727292,-38602.7272708,-96.50681817700001,2,15,1
Cotton(lint),1999,Kharif     ,Maharashtra,3253900.0,3099300,1166.5,345336407.0,878553.0,1.213846154,52000.0,82200.0,63120.000008,-19079.999991999997,-23.211678822384425,4,15,1
Arhar/Tur,1999,Kharif     ,Nagaland,2870.0,2150,1782.2,304593.1,774.9,0.748571429,6200.0,71370.0,4641.142859799999,-66728.8571402,-93.49706759170519,1,19,1
Castor seed,1999,Kharif     ,Nagaland,820.0,750,1782.2,87026.6,221.4,2.102,5300.0,40000.0,11140.599999999999,-28859.4,-72.1485,2,19,1
Cotton(lint),1999,Kharif     ,Nagaland,250.0,350,1782.2,26532.5,67.5,1.398571429,52000.0,82200.0,72725.714308,-9474.285692000005,-11.525895002433098,4,19,1
Arhar/Tur,1999,Kharif     ,Odisha,136080.0,85500,1484.3,14442170.4,36741.6,0.642,6200.0,71370.0,3980.4,-67389.6,-94.42286675073561,1,20,1
Castor seed,1999,Kharif     ,Odisha,12160.0,6260,1484.3,1290540.8,3283.2,0.5032,5300.0,40000.0,2666.96,-37333.04,-93.3326,2,20,1
Castor seed,1999,Rabi       ,Odisha,9720.0,4800,1484.3,1031583.6,2624.4,0.649230769,5300.0,40000.0,3440.9230757,-36559.0769243,-91.39769231075002,2,20,2
Cotton(lint),1999,Kharif     ,Odisha,38120.0,61030,1484.3,4045675.6,10292.4,1.215714286,52000.0,82200.0,63217.142872000004,-18982.857127999996,-23.093500155717756,4,20,1
Arhar/Tur,1999,Kharif     ,Punjab,8600.0,7200,364.4,912718.0,2322.0,0.854166667,6200.0,71370.0,5295.8333354,-66074.1666646,-92.579748724394,1,22,1
Cotton(lint),1999,Kharif     ,Punjab,475000.0,950000,364.4,50411750.0,128250.0,1.794,52000.0,82200.0,93288.0,11088.0,13.489051094890511,4,22,1
Arhar/Tur,1999,Kharif     ,Tamil Nadu,87782.0,62411,922.8,9316303.66,23701.14,0.680769231,6200.0,71370.0,4220.7692322,-67149.2307678,-94.08607365531736,1,23,1
Castor seed,1999,Kharif     ,Tamil Nadu,36034.0,11843,922.8,3824288.42,9729.18,0.351666667,5300.0,40000.0,1863.8333350999999,-38136.1666649,-95.34041666225001,2,23,1
Cotton(lint),1999,Kharif     ,Tamil Nadu,184707.0,287965,922.8,19602953.91,49870.89,1.762222222,52000.0,82200.0,91635.55554399999,9435.555543999988,11.478778034063247,4,23,1
Arhar/Tur,1999,Kharif     ,Uttar Pradesh,426486.0,545353,883.4,45262959.18,115151.22,1.100632911,6200.0,71370.0,6823.9240482,-64546.0759518,-90.43866603867171,1,26,1
Castor seed,1999,Kharif     ,Uttar Pradesh,76.0,49,883.4,8065.88,20.52,0.7675,5300.0,40000.0,4067.75,-35932.25,-89.830625,2,26,1
Cotton(lint),1999,Kharif     ,Uttar Pradesh,6914.0,6077,883.4,733782.82,1866.78,1.016666667,52000.0,82200.0,52866.666683999996,-29333.333316000004,-35.68532033576643,4,26,1
Arhar/Tur,2000,Kharif     ,Bihar,43604.0,58858,1207.0,4280604.68,11337.04,1.334324324,6200.0,71370.0,8272.8108088,-63097.1891912,-88.40855988678716,1,3,1
Arhar/Tur,2000,Kharif     ,Chhattisgarh,49383.0,21185,896.4,4847929.11,12839.58,0.42625,6200.0,71370.0,2642.75,-68727.25,-96.29711363317921,1,4,1
Castor seed,2000,Kharif     ,Chhattisgarh,133.0,36,896.4,13056.61,34.58,0.256666667,5300.0,40000.0,1360.3333351,-38639.666664899996,-96.59916666224998,2,4,1
Cotton(lint),2000,Kharif     ,Chhattisgarh,69.0,10,896.4,6773.73,17.94,0.245,52000.0,82200.0,12740.0,-69460.0,-84.50121654501217,4,4,1
Arhar/Tur,2000,Kharif     ,Gujarat,317900.0,107200,379.7,31208243.0,82654.0,0.385555556,6200.0,71370.0,2390.4444472,-68979.5555528,-96.65063129157909,1,7,1
Castor seed,2000,Kharif     ,Gujarat,458600.0,638800,379.7,45020762.0,119236.0,1.242352941,5300.0,40000.0,6584.4705873,-33415.5294127,-83.53882353175001,2,7,1
Cotton(lint),2000,Kharif     ,Gujarat,1615400.0,1161400,379.7,158583818.0,420004.0,0.918823529,52000.0,82200.0,47778.823508,-34421.176492,-41.874910574209245,4,7,1
Arhar/Tur,2000,Kharif     ,Haryana,14482.0,11400,383.7,1421697.94,3765.32,0.748333333,6200.0,71370.0,4639.6666646,-66730.3333354,-93.49913596104807,1,8,1
Cotton(lint),2000,Kharif     ,Haryana,555385.0,1016700,383.7,54522145.45,144400.1,1.161052632,52000.0,82200.0,60374.736864000006,-21825.263135999994,-26.551415007299262,4,8,1
Arhar/Tur,2000,Kharif     ,Himachal Pradesh,272.0,44,1068.4,26702.24,70.72,0.305714286,6200.0,71370.0,1895.4285732,-69474.5714268,-97.34422225977302,1,9,1
Arhar/Tur,2000,Kharif     ,Madhya Pradesh,308981.0,206397,723.3,30332664.77,80335.06,0.632222222,6200.0,71370.0,3919.7777764,-67450.2222236,-94.50780751520246,1,14,1
Castor seed,2000,Kharif     ,Madhya Pradesh,3296.0,818,723.3,323568.32,856.96,0.365454545,5300.0,40000.0,1936.9090885,-38063.0909115,-95.15772727875,2,14,1
Cotton(lint),2000,Kharif     ,Madhya Pradesh,490767.0,234423,723.3,48178596.39,127599.42,0.572941176,52000.0,82200.0,29792.941152000003,-52407.058848,-63.75554604379562,4,14,1
Arhar/Tur,2000,Kharif     ,Maharashtra,1096100.0,660300,1057.8,107604137.0,284986.0,0.5265625,6200.0,71370.0,3264.6875000000005,-68105.3125,-95.42568656298165,1,15,1
Castor seed,2000,Kharif     ,Maharashtra,18100.0,4350,1057.8,1776877.0,4706.0,0.285454545,5300.0,40000.0,1512.9090885,-38487.0909115,-96.21772727875,2,15,1
Cotton(lint),2000,Kharif     ,Maharashtra,3076900.0,1802600,1057.8,302059273.0,799994.0,0.881153846,52000.0,82200.0,45819.999992000005,-36380.000007999995,-44.25790755231143,4,15,1
Arhar/Tur,2000,Kharif     ,Mizoram,77.0,95,2834.3,7559.09,20.02,1.025,6200.0,71370.0,6354.999999999999,-65015.0,-91.09569847274766,1,18,1
Cotton(lint),2000,Kharif     ,Mizoram,483.0,1236,2834.3,47416.11,125.58,2.645,52000.0,82200.0,137540.0,55340.0,67.32360097323601,4,18,1
Arhar/Tur,2000,Kharif     ,Nagaland,4000.0,4500,1631.8,392680.0,1040.0,1.13125,6200.0,71370.0,7013.750000000001,-64356.25,-90.17269160711784,1,19,1
Castor seed,2000,Kharif     ,Nagaland,1000.0,750,1631.8,98170.0,260.0,0.768333333,5300.0,40000.0,4072.1666649,-35927.833335100004,-89.81958333775,2,19,1
Cotton(lint),2000,Kharif     ,Nagaland,251.0,350,1631.8,24640.67,65.26,1.43875,52000.0,82200.0,74815.0,-7385.0,-8.98418491484185,4,19,1
Arhar/Tur,2000,Kharif     ,Odisha,149140.0,97170,1066.0,14641073.8,38776.4,0.639666667,6200.0,71370.0,3965.9333353999996,-67404.0666646,-94.44313670253608,1,20,1
Arhar/Tur,2000,Rabi       ,Odisha,50.0,30,1066.0,4908.5,13.0,0.585,6200.0,71370.0,3627.0,-67743.0,-94.91803278688525,1,20,2
Castor seed,2000,Kharif     ,Odisha,9710.0,5050,1066.0,953230.7,2524.6,0.5196,5300.0,40000.0,2753.8799999999997,-37246.12,-93.11530000000002,2,20,1
Castor seed,2000,Rabi       ,Odisha,8650.0,3940,1066.0,849170.5,2249.0,0.506923077,5300.0,40000.0,2686.6923081000004,-37313.3076919,-93.28326922975,2,20,2
Cotton(lint),2000,Kharif     ,Odisha,39160.0,65090,1066.0,3844337.2,10181.6,1.654,52000.0,82200.0,86008.0,3808.0,4.632603406326035,4,20,1
Arhar/Tur,2000,Kharif     ,Punjab,8700.0,7600,405.3,854079.0,2262.0,0.913846154,6200.0,71370.0,5665.8461548000005,-65704.1538452,-92.06130565391621,1,22,1
Cotton(lint),2000,Kharif     ,Punjab,474000.0,1199000,405.3,46532580.0,123240.0,2.131,52000.0,82200.0,110811.99999999999,28611.999999999985,34.80778588807784,4,22,1
Arhar/Tur,2000,Kharif     ,Tamil Nadu,84929.0,60293,971.1,8337479.93,22081.54,0.674347826,6200.0,71370.0,4180.9565212,-67189.0434788,-94.14185719321844,1,23,1
Castor seed,2000,Kharif     ,Tamil Nadu,38930.0,12658,971.1,3821758.1,10121.8,0.334736842,5300.0,40000.0,1774.1052625999998,-38225.8947374,-95.5647368435,2,23,1
Cotton(lint),2000,Kharif     ,Tamil Nadu,193850.0,325079,971.1,19030254.5,50401.0,1.807777778,52000.0,82200.0,94004.444456,11804.444455999997,14.360638024330896,4,23,1
Arhar/Tur,2000,Kharif     ,Uttar Pradesh,406596.0,509756,874.4,39915529.32,105714.96,1.098115942,6200.0,71370.0,6808.318840399999,-64561.681159600004,-90.46053125907244,1,26,1
Castor seed,2000,Kharif     ,Uttar Pradesh,25.0,16,874.4,2454.25,6.5,0.601428571,5300.0,40000.0,3187.5714263,-36812.4285737,-92.03107143425001,2,26,1
Cotton(lint),2000,Kharif     ,Uttar Pradesh,5328.0,4759,874.4,523049.76,1385.28,1.268235294,52000.0,82200.0,65948.235288,-16251.764712000004,-19.771003299270077,4,26,1
Arhar/Tur,2000,Kharif     ,Uttarakhand,1890.0,981,1413.4,185541.3,491.4,0.631,6200.0,71370.0,3912.2,-67457.8,-94.51842510858904,1,27,1
Arhar/Tur,2001,Kharif     ,Bihar,41954.0,53809,1247.0,4284762.02,10908.04,1.242162162,6200.0,71370.0,7701.4054044,-63668.5945956,-89.20918396469104,1,3,1
Arhar/Tur,2001,Kharif     ,Chhattisgarh,50323.0,20180,1550.0,5139487.99,13083.98,0.388125,6200.0,71370.0,2406.375,-68963.625,-96.62831021437579,1,4,1
Castor seed,2001,Kharif     ,Chhattisgarh,113.0,31,1550.0,11540.69,29.38,0.232857143,5300.0,40000.0,1234.1428578999999,-38765.8571421,-96.91464285525,2,4,1
Cotton(lint),2001,Kharif     ,Chhattisgarh,103.0,72,1550.0,10519.39,26.78,0.795,52000.0,82200.0,41340.0,-40860.0,-49.70802919708029,4,4,1
Arhar/Tur,2001,Kharif     ,Gujarat,332300.0,187000,666.5,33937799.0,86398.0,0.643888889,6200.0,71370.0,3992.1111118,-67377.8888882,-94.40645773882585,1,7,1
Castor seed,2001,Kharif     ,Gujarat,304700.0,465100,666.5,31119011.0,79222.0,1.58,5300.0,40000.0,8374.0,-31626.0,-79.065,2,7,1
Cotton(lint),2001,Kharif     ,Gujarat,1749800.0,1703200,666.5,178707074.0,454948.0,1.133529412,52000.0,82200.0,58943.52942399999,-23256.470576000007,-28.29254327980536,4,7,1
Arhar/Tur,2001,Kharif     ,Haryana,17903.0,13900,483.8,1828433.39,4654.78,0.772222222,6200.0,71370.0,4787.7777764,-66582.2222236,-93.29161023343141,1,8,1
Cotton(lint),2001,Kharif     ,Haryana,629468.0,722000,483.8,64287566.84,163661.68,0.804736842,52000.0,82200.0,41846.315784,-40353.684216,-49.09207325547445,4,8,1
Arhar/Tur,2001,Kharif     ,Himachal Pradesh,1480.0,339,918.1,151152.4,384.8,0.495,6200.0,71370.0,3069.0,-68301.0,-95.69987389659521,1,9,1
Cotton(lint),2001,Kharif     ,Himachal Pradesh,20.0,13,918.1,2042.6,5.2,0.8975,52000.0,82200.0,46670.0,-35530.0,-43.223844282238446,4,9,1
Arhar/Tur,2001,Kharif     ,Madhya Pradesh,301498.0,246625,955.0,30791990.74,78389.48,0.793555556,6200.0,71370.0,4920.0444472,-66449.9555528,-93.10628492756061,1,14,1
Castor seed,2001,Kharif     ,Madhya Pradesh,2496.0,807,955.0,254916.48,648.96,0.364444444,5300.0,40000.0,1931.5555531999998,-38068.4444468,-95.171111117,2,14,1
Cotton(lint),2001,Kharif     ,Madhya Pradesh,534571.0,383607,955.0,54595736.23,138988.46,0.706315789,52000.0,82200.0,36728.421028000004,-45471.578971999996,-55.31822259367396,4,14,1
Arhar/Tur,2001,Kharif     ,Maharashtra,1017300.0,770600,1035.8,103896849.0,264498.0,0.6271875,6200.0,71370.0,3888.5625,-67481.4375,-94.5515447667087,1,15,1
Castor seed,2001,Kharif     ,Maharashtra,11900.0,3250,1035.8,1215347.0,3094.0,0.346818182,5300.0,40000.0,1838.1363646,-38161.8636354,-95.40465908849998,2,15,1
Cotton(lint),2001,Kharif     ,Maharashtra,3104700.0,2689600,1035.8,317083011.0,807222.0,0.897307692,52000.0,82200.0,46659.999984,-35540.000016,-43.23600975182482,4,15,1
Arhar/Tur,2001,Kharif     ,Mizoram,53.0,49,2406.4,5412.89,13.78,0.92,6200.0,71370.0,5704.0,-65666.0,-92.00784643407594,1,18,1
Cotton(lint),2001,Kharif     ,Mizoram,618.0,1264,2406.4,63116.34,160.68,2.625,52000.0,82200.0,136500.0,54300.0,66.05839416058394,4,18,1
Arhar/Tur,2001,Kharif     ,Nagaland,7000.0,5000,1532.0,714910.0,1820.0,0.7225,6200.0,71370.0,4479.5,-66890.5,-93.72355331371725,1,19,1
Cotton(lint),2001,Kharif     ,Nagaland,400.0,400,1532.0,40852.0,104.0,0.99125,52000.0,82200.0,51545.0,-30655.0,-37.29318734793187,4,19,1
Arhar/Tur,2001,Kharif     ,Odisha,126080.0,81340,1672.5,12876550.4,32780.8,0.696666667,6200.0,71370.0,4319.3333354,-67050.6666646,-93.94797066638642,1,20,1
Arhar/Tur,2001,Rabi       ,Odisha,290.0,160,1672.5,29617.7,75.4,0.616666667,6200.0,71370.0,3823.3333353999997,-67546.6666646,-94.64294054168417,1,20,2
Castor seed,2001,Kharif     ,Odisha,8670.0,4310,1672.5,885467.1,2254.2,0.520909091,5300.0,40000.0,2760.8181823000004,-37239.1818177,-93.09795454425,2,20,1
Castor seed,2001,Rabi       ,Odisha,9220.0,5020,1672.5,941638.6,2397.2,0.5328,5300.0,40000.0,2823.84,-37176.16,-92.94040000000001,2,20,2
Arhar/Tur,2001,Kharif     ,Punjab,9200.0,7900,479.3,939596.0,2392.0,0.913333333,6200.0,71370.0,5662.666664599999,-65707.3333354,-92.06576059324647,1,22,1
Cotton(lint),2001,Kharif     ,Punjab,607000.0,1307000,479.3,61992910.0,157820.0,1.896363636,52000.0,82200.0,98610.909072,16410.909071999995,19.96460957664233,4,22,1
Arhar/Tur,2001,Kharif     ,Tamil Nadu,63613.0,41420,481.3,6496795.69,16539.38,0.623333333,6200.0,71370.0,3864.6666646000003,-67505.3333354,-94.58502639120078,1,23,1
Cotton(lint),2001,Kharif     ,Tamil Nadu,164169.0,229732,481.3,16766579.97,42683.94,1.450740741,52000.0,82200.0,75438.518532,-6761.481467999998,-8.225646554744523,4,23,1
Arhar/Tur,2001,Kharif     ,Uttar Pradesh,394228.0,456228,849.9,40262505.64,102499.28,1.03115942,6200.0,71370.0,6393.188404,-64976.811596,-91.04219083088132,1,26,1
Cotton(lint),2001,Kharif     ,Uttar Pradesh,4512.0,4571,849.9,460810.56,1173.12,1.3275,52000.0,82200.0,69030.0,-13170.0,-16.021897810218977,4,26,1
Arhar/Tur,2001,Kharif     ,Uttarakhand,1934.0,1053,1541.3,197519.42,502.84,0.62125,6200.0,71370.0,3851.75,-67518.25,-94.60312456214096,1,27,1
Arhar/Tur,2002,Kharif     ,Bihar,37680.0,42966,1105.8,3567165.6,9420.0,1.169189189,6200.0,71370.0,7248.9729718,-64121.0270282,-89.843109189015,1,3,1
Castor seed,2002,Kharif     ,Bihar,316.0,312,1105.8,29915.72,79.0,0.992857143,5300.0,40000.0,5262.1428579,-34737.8571421,-86.84464285525,2,3,1
Arhar/Tur,2002,Kharif     ,Chhattisgarh,55718.0,24126,1001.4,5274823.06,13929.5,0.398125,6200.0,71370.0,2468.375,-68901.625,-96.54143897996357,1,4,1
Castor seed,2002,Kharif     ,Chhattisgarh,74.0,21,1001.4,7005.58,18.5,0.23125,5300.0,40000.0,1225.625,-38774.375,-96.93593750000001,2,4,1
Cotton(lint),2002,Kharif     ,Chhattisgarh,90.0,75,1001.4,8520.3,22.5,1.276,52000.0,82200.0,66352.0,-15848.0,-19.279805352798054,4,4,1
Arhar/Tur,2002,Kharif     ,Gujarat,313000.0,197100,458.4,29631710.0,78250.0,0.627777778,6200.0,71370.0,3892.2222236000002,-67477.7777764,-94.54641694885807,1,7,1
Castor seed,2002,Kharif     ,Gujarat,242200.0,283100,458.4,22929074.0,60550.0,1.162941176,5300.0,40000.0,6163.5882328,-33836.4117672,-84.59102941799999,2,7,1
Cotton(lint),2002,Kharif     ,Gujarat,1634800.0,1684500,458.4,154766516.0,408700.0,1.349411765,52000.0,82200.0,70169.41178,-12030.588220000005,-14.635752092457427,4,7,1
Arhar/Tur,2002,Kharif     ,Haryana,36972.0,30400,353.9,3500139.24,9243.0,1.005,6200.0,71370.0,6230.999999999999,-65139.0,-91.26944094157209,1,8,1
Cotton(lint),2002,Kharif     ,Haryana,518328.0,1038000,353.9,49070111.76,129582.0,1.038333333,52000.0,82200.0,53993.333316,-28206.666684000003,-34.31467966423358,4,8,1
Arhar/Tur,2002,Kharif     ,Himachal Pradesh,334.0,52,890.8,31619.78,83.5,0.22,6200.0,71370.0,1364.0,-70006.0,-98.08883284293121,1,9,1
Cotton(lint),2002,Kharif     ,Himachal Pradesh,28.0,15,890.8,2650.76,7.0,0.4275,52000.0,82200.0,22230.0,-59970.0,-72.95620437956204,4,9,1
Arhar/Tur,2002,Kharif     ,Karnataka,513749.0,240665,860.8,48636617.83,128437.25,0.368333333,6200.0,71370.0,2283.6666646,-69086.3333354,-96.80024286871235,1,12,1
Castor seed,2002,Kharif     ,Karnataka,16991.0,15693,860.8,1608537.97,4247.75,0.893333333,5300.0,40000.0,4734.6666649,-35265.333335100004,-88.16333333775,2,12,1
Coconut ,2002,Whole Year ,Karnataka,375425.0,1525287000,860.8,35541484.75,93856.25,4165.087778,11000.0,155836.0,45815965.558,45660129.558,29300.116505813803,3,12,4
Cotton(lint),2002,Kharif     ,Karnataka,392671.0,330913,860.8,37174163.57,98167.75,1.152857143,52000.0,82200.0,59948.571436000006,-22251.428563999994,-27.069864433090018,4,12,1
Arhar/Tur,2002,Kharif     ,Madhya Pradesh,299548.0,183922,800.8,28358209.16,74887.0,0.551555556,6200.0,71370.0,3419.6444472,-67950.3555528,-95.20856880033628,1,14,1
Castor seed,2002,Kharif     ,Madhya Pradesh,1591.0,546,800.8,150619.97,397.75,0.338947368,5300.0,40000.0,1796.4210504000002,-38203.5789496,-95.508947374,2,14,1
Cotton(lint),2002,Kharif     ,Madhya Pradesh,552393.0,379455,800.8,52295045.31,138098.25,0.535789474,52000.0,82200.0,27861.052648,-54338.947352,-66.1057753673966,4,14,1
Arhar/Tur,2002,Kharif     ,Maharashtra,1059900.0,777100,967.4,100340733.0,264975.0,0.6296875,6200.0,71370.0,3904.0624999999995,-67465.9375,-94.52982695810564,1,15,1
Castor seed,2002,Kharif     ,Maharashtra,29700.0,6590,967.4,2811699.0,7425.0,0.1815,5300.0,40000.0,961.9499999999999,-39038.05,-97.59512500000001,2,15,1
Cotton(lint),2002,Kharif     ,Maharashtra,2799900.0,2596100,967.4,265066533.0,699975.0,0.99037037,52000.0,82200.0,51499.25924,-30700.74076,-37.34883304136253,4,15,1
