Opportunity ID,Investment Type,Sector / Industry,Location,Funding Stage,Expected ROI (%),Risk Level,Minimum Investment (USD),Time Horizon (Years),IRR / CAGR,ESG Score,Last Updated
OPP08635,Real Estate,AgriTech,Tamil Nadu,,34.96,Low,1398.99,6,25.22,6.6,2025-03-11
OPP08643,Startup,AgriTech,Sikkim,Series B,9.16,Medium,9270.03,4,14.73,7.9,2024-11-09
OPP08654,Real Estate,AgriTech,Arunachal Pradesh,,25.06,Medium,45553.11,7,19.4,9.1,2025-01-20
OPP08669,Real Estate,AgriTech,Punjab,,30.41,Low,31474.62,1,9.28,4.6,2025-04-18
OPP08670,Startup,AgriTech,Nagaland,Public,40.62,High,9346.36,1,11.87,1.0,2025-02-19
OPP08686,Real Estate,AgriTech,Karnataka,,26.37,Low,31357.73,6,7.8,7.8,2024-10-19
OPP08692,Startup,AgriTech,Tamil Nadu,Series A,43.89,Low,43223.79,8,28.14,3.2,2024-07-20
OPP08702,Real Estate,AgriTech,Punjab,,35.72,Low,21912.51,3,13.2,4.3,2025-01-25
OPP08717,Startup,AgriTech,Madhya Pradesh,Public,35.45,Low,29837.83,3,5.53,1.4,2025-01-12
OPP08719,Startup,AgriTech,Odisha,Series B,24.82,Medium,41761.32,3,9.85,9.5,2025-02-09
OPP08726,Real Estate,AgriTech,Uttarakhand,,6.04,Low,25479.65,8,12.35,8.4,2024-12-24
OPP08731,Startup,AgriTech,Uttarakhand,Seed,6.4,Medium,28279.92,8,7.81,9.5,2024-08-22
OPP08744,Startup,AgriTech,Goa,Series B,34.97,Medium,32740.41,9,7.44,4.0,2024-08-26
OPP08745,Real Estate,AgriTech,Manipur,,39.44,High,47155.42,1,22.74,6.4,2024-07-06
OPP08748,Startup,AgriTech,Uttar Pradesh,Series C,30.27,High,49608.06,1,23.65,2.5,2024-12-22
OPP08752,Real Estate,AgriTech,Jharkhand,,16.02,Medium,3004.29,7,6.88,9.0,2025-03-15
OPP08783,Real Estate,AgriTech,Meghalaya,,29.23,Medium,40413.21,6,11.25,5.8,2024-07-19
OPP08796,Real Estate,AgriTech,Gujarat,,6.8,Low,31767.06,10,17.23,6.5,2025-04-06
OPP08797,Startup,AgriTech,Mizoram,IPO,33.08,High,25300.37,2,12.83,4.4,2024-08-02
OPP08799,Real Estate,AgriTech,Sikkim,,10.24,Low,13516.34,2,16.88,9.5,2024-11-09
OPP08849,Startup,AgriTech,Jharkhand,IPO,19.02,Medium,42716.82,2,14.2,3.1,2025-01-25
OPP08869,Startup,AgriTech,Himachal Pradesh,Seed,23.3,Low,20239.28,4,24.32,6.4,2024-09-19
OPP08882,Startup,AgriTech,Telangana,Series C,8.42,Low,46365.46,3,28.62,1.7,2025-05-12
OPP08906,Real Estate,AgriTech,Mizoram,,21.94,High,41905.99,3,11.33,8.6,2025-04-20
OPP08913,Real Estate,AgriTech,Mizoram,,9.18,Medium,31563.0,2,16.5,5.7,2025-06-05
OPP08934,Startup,AgriTech,Jharkhand,Series A,22.48,Medium,26882.66,4,15.39,6.5,2024-08-16
OPP08942,Startup,AgriTech,Himachal Pradesh,IPO,7.84,Medium,2119.19,3,23.62,7.4,2024-08-20
OPP08996,Startup,AgriTech,Sikkim,IPO,10.08,Low,3769.24,7,8.8,8.2,2025-04-10
OPP08997,Startup,AgriTech,Karnataka,Public,42.51,Medium,16841.03,5,13.54,1.9,2025-05-26
OPP09011,Real Estate,AgriTech,Odisha,,24.03,High,48637.13,1,27.44,1.4,2024-11-25
OPP09014,Real Estate,AgriTech,Rajasthan,,24.65,High,16488.72,10,10.78,9.9,2025-06-26
OPP09025,Startup,AgriTech,Nagaland,Series B,39.94,High,30335.89,8,5.18,7.7,2024-10-08
OPP09037,Real Estate,AgriTech,Andhra Pradesh,,32.58,Medium,24686.66,9,29.14,5.1,2024-12-02
OPP09039,Real Estate,AgriTech,Punjab,,19.28,Low,6147.03,7,19.81,5.0,2024-09-26
OPP09040,Startup,AgriTech,Manipur,IPO,20.56,Medium,21277.3,10,18.13,4.4,2024-11-29
OPP09042,Real Estate,AgriTech,Arunachal Pradesh,,26.96,Medium,21990.97,9,15.83,7.8,2025-02-08
OPP09057,Startup,AgriTech,Goa,Series C,23.99,Medium,2914.65,7,8.3,2.7,2024-09-28
OPP09059,Startup,AgriTech,Meghalaya,IPO,23.14,High,9202.35,5,22.72,6.3,2024-12-15
OPP09090,Startup,AgriTech,Mizoram,Public,8.06,Low,7387.52,6,24.56,7.1,2024-12-26
OPP09091,Real Estate,AgriTech,Chhattisgarh,,27.77,Low,43401.88,3,23.01,2.0,2024-12-19
OPP09114,Real Estate,AgriTech,Andhra Pradesh,,28.55,Medium,33702.07,7,28.05,4.0,2024-08-19
OPP09150,Startup,AgriTech,Bihar,Series C,23.54,High,40729.2,5,7.91,7.8,2025-05-15
OPP09151,Startup,AgriTech,Himachal Pradesh,Series A,30.38,Low,24706.96,1,18.31,2.3,2024-10-07
OPP09152,Real Estate,AgriTech,Punjab,,7.5,Low,31181.26,9,7.29,5.0,2025-02-12
OPP09163,Startup,AgriTech,Karnataka,Public,41.15,Low,48995.68,2,22.67,6.6,2024-08-06
OPP09165,Startup,AgriTech,Odisha,Series C,26.14,Medium,40386.92,3,15.59,1.1,2024-07-22
OPP09186,Startup,AgriTech,Himachal Pradesh,Public,7.6,Medium,17047.97,1,17.25,2.8,2024-08-27
OPP09239,Startup,AgriTech,Goa,Seed,43.66,Medium,4832.46,9,20.06,9.6,2024-09-03
OPP09250,Startup,AgriTech,Haryana,Series A,18.88,Medium,35366.72,9,25.34,3.3,2024-12-06
OPP09290,Startup,AgriTech,Uttar Pradesh,Series A,16.96,Medium,32468.63,6,25.89,3.5,2025-05-30
OPP09311,Startup,AgriTech,Chhattisgarh,IPO,37.76,High,4854.0,10,18.98,4.5,2024-09-18
OPP09356,Startup,AgriTech,Tamil Nadu,IPO,43.72,High,21391.26,8,10.71,1.7,2025-01-31
OPP09451,Real Estate,AgriTech,Maharashtra,,35.88,Low,21927.89,4,29.16,9.9,2025-01-08
OPP09457,Startup,AgriTech,Uttar Pradesh,Public,35.54,Low,9010.54,10,19.83,9.6,2024-09-10
OPP09489,Real Estate,AgriTech,Goa,,5.75,Medium,8715.98,3,26.74,6.5,2025-04-05
OPP09491,Startup,AgriTech,Himachal Pradesh,Series A,36.91,Low,43358.46,3,24.5,3.0,2025-02-01
OPP09497,Startup,AgriTech,Manipur,Seed,22.16,Medium,9008.87,4,21.92,3.2,2025-02-01
OPP09506,Startup,AgriTech,Nagaland,Series A,39.05,Low,5999.59,10,9.06,2.9,2024-12-17
OPP09525,Startup,AgriTech,Rajasthan,IPO,6.2,Medium,19764.2,2,27.03,5.7,2025-04-24
OPP09536,Real Estate,AgriTech,Rajasthan,,17.73,High,9946.6,7,17.28,7.8,2024-09-02
OPP09552,Startup,AgriTech,Sikkim,IPO,9.08,High,15258.27,1,20.13,1.9,2025-03-11
OPP09567,Startup,AgriTech,Madhya Pradesh,Seed,5.28,High,7964.54,8,23.18,1.1,2024-08-07
OPP09574,Startup,AgriTech,Karnataka,IPO,37.55,High,41232.04,2,18.33,8.8,2024-07-30
OPP09585,Real Estate,AgriTech,Tamil Nadu,,8.8,High,18680.77,6,24.91,1.7,2025-05-31
OPP09600,Real Estate,AgriTech,Punjab,,38.0,Low,17813.63,5,25.6,4.0,2025-01-27
OPP09637,Startup,AgriTech,Tripura,IPO,36.89,Medium,6398.74,7,22.24,1.8,2025-06-16
OPP09643,Real Estate,AgriTech,Manipur,,41.83,Medium,15243.22,7,24.86,1.4,2025-02-23
OPP09645,Real Estate,AgriTech,Gujarat,,11.13,Low,1622.75,3,19.45,4.9,2024-08-29
OPP09667,Real Estate,AgriTech,Madhya Pradesh,,43.61,Medium,44604.72,1,24.84,1.7,2024-09-10
OPP09676,Startup,AgriTech,Maharashtra,Public,40.96,High,28049.94,3,9.95,4.4,2025-01-17
OPP09690,Startup,AgriTech,Chhattisgarh,Public,38.1,Medium,19452.49,9,27.68,1.1,2024-08-05
OPP09691,Startup,AgriTech,Uttar Pradesh,Series A,5.03,Medium,27083.45,7,24.64,7.7,2024-07-09
OPP09717,Startup,AgriTech,Himachal Pradesh,Seed,10.89,Medium,3652.69,7,10.31,2.6,2024-10-04
OPP09731,Real Estate,AgriTech,Kerala,,29.35,Medium,44613.96,5,8.67,5.6,2025-05-10
OPP09739,Startup,AgriTech,Himachal Pradesh,Series B,21.15,Low,42970.62,3,10.31,9.4,2024-07-12
OPP09744,Real Estate,AgriTech,Himachal Pradesh,,6.65,Low,26513.09,2,16.59,6.5,2025-02-17
OPP09772,Startup,AgriTech,Nagaland,Public,33.81,Low,3327.25,6,21.17,9.6,2024-12-23
OPP09775,Real Estate,AgriTech,Meghalaya,,26.69,High,6765.3,4,28.47,5.7,2025-02-19
OPP09804,Real Estate,AgriTech,Uttar Pradesh,,32.97,Low,6585.78,10,14.86,2.7,2024-12-14
OPP09807,Startup,AgriTech,Nagaland,Public,31.22,Medium,25334.64,4,22.7,5.8,2025-06-23
OPP09818,Real Estate,AgriTech,Goa,,36.54,Low,8300.48,6,26.8,6.6,2024-10-02
OPP09834,Real Estate,AgriTech,Haryana,,36.39,High,12229.33,5,26.89,5.2,2024-12-03
OPP09837,Startup,AgriTech,Uttar Pradesh,Seed,26.14,Medium,12434.31,10,8.37,6.6,2025-07-02
OPP09854,Real Estate,AgriTech,Arunachal Pradesh,,11.57,Medium,28511.87,1,23.49,8.6,2024-12-06
OPP09855,Startup,AgriTech,Manipur,IPO,13.57,High,40038.36,2,5.65,7.3,2025-01-07
OPP09882,Real Estate,AgriTech,Odisha,,22.15,High,39385.08,9,16.79,8.7,2025-06-12
OPP09896,Real Estate,AgriTech,Punjab,,8.47,Low,49887.33,9,20.14,9.1,2024-11-02
OPP09946,Startup,AgriTech,Haryana,Series B,17.45,High,11414.35,8,25.16,4.0,2025-02-05
OPP09961,Startup,AgriTech,Uttar Pradesh,Seed,40.67,Medium,7688.2,4,6.24,5.2,2025-01-06
OPP09977,Real Estate,AgriTech,Odisha,,29.26,High,2566.46,10,16.9,1.3,2025-03-17
OPP10004,Real Estate,AgriTech,Jharkhand,,39.77,Low,49900.49,3,10.91,6.0,2024-07-07
OPP10008,Startup,AgriTech,Kerala,Series C,30.18,Low,43428.69,9,8.01,2.7,2025-04-27
OPP10009,Real Estate,AgriTech,West Bengal,,35.62,High,7664.54,5,27.62,7.4,2025-01-15
OPP10027,Real Estate,AgriTech,Arunachal Pradesh,,30.78,Medium,46941.76,9,9.67,5.3,2024-11-21
OPP10054,Startup,AgriTech,Bihar,Series B,37.68,High,42792.88,8,25.25,2.6,2024-09-18
OPP10060,Real Estate,AgriTech,Sikkim,,29.09,Low,8049.79,2,20.05,9.1,2024-11-18
OPP10097,Real Estate,AgriTech,Himachal Pradesh,,24.65,Low,1947.67,8,7.53,3.2,2024-09-15
OPP10115,Real Estate,AgriTech,Andhra Pradesh,,36.87,Low,7134.01,3,11.62,7.8,2024-07-08
OPP10151,Startup,AgriTech,Assam,Seed,11.02,Low,19832.03,10,9.02,10.0,2025-04-17
OPP10155,Real Estate,AgriTech,Gujarat,,40.0,High,23674.57,2,28.75,8.4,2025-01-22
OPP10188,Startup,AgriTech,Haryana,Public,33.47,Medium,23189.34,8,8.62,8.9,2024-07-08
OPP10223,Startup,AgriTech,Andhra Pradesh,IPO,40.95,Low,33407.67,2,7.53,10.0,2024-09-03
OPP10231,Real Estate,AgriTech,Odisha,,17.59,Low,33762.87,3,10.7,2.2,2024-10-25
OPP10246,Real Estate,AgriTech,Madhya Pradesh,,42.27,Low,11161.89,2,5.14,6.3,2025-03-10
OPP10271,Startup,AgriTech,Manipur,Seed,18.55,Medium,45084.16,5,23.41,9.6,2024-11-18
OPP10329,Real Estate,AgriTech,Chhattisgarh,,15.67,High,12859.42,8,26.1,6.8,2025-05-15
OPP10331,Real Estate,AgriTech,Meghalaya,,42.84,Medium,7549.18,9,8.02,9.3,2024-12-22
OPP10337,Real Estate,AgriTech,Arunachal Pradesh,,27.58,Medium,16831.27,5,26.92,9.8,2024-09-03
OPP10364,Real Estate,AgriTech,Arunachal Pradesh,,29.26,Medium,31775.28,4,19.91,7.1,2025-02-20
OPP10368,Startup,AgriTech,Arunachal Pradesh,Seed,14.72,Medium,38495.22,8,29.16,8.1,2024-08-26
OPP10394,Startup,AgriTech,Tamil Nadu,Seed,21.41,Medium,8984.31,5,7.11,2.3,2024-07-28
OPP10407,Startup,AgriTech,Uttar Pradesh,Series B,34.88,Low,13813.85,2,16.79,8.8,2024-09-29
OPP10411,Startup,AgriTech,Uttarakhand,Series C,10.54,Low,7476.0,1,10.28,1.8,2025-04-27
OPP10419,Startup,AgriTech,West Bengal,Series B,33.02,Low,41165.83,8,16.43,1.4,2025-05-03
OPP10421,Startup,AgriTech,Rajasthan,Series A,9.28,Medium,25694.82,9,6.7,1.6,2025-03-11
OPP10422,Real Estate,AgriTech,Jharkhand,,26.16,Low,28505.79,1,16.29,8.9,2024-07-26
OPP10445,Startup,AgriTech,Himachal Pradesh,Seed,27.3,Low,30658.21,5,25.15,7.6,2024-07-11
OPP10453,Startup,AgriTech,Arunachal Pradesh,Public,44.16,High,44807.88,8,27.88,6.2,2024-08-22
OPP10460,Real Estate,AgriTech,West Bengal,,19.44,Medium,40975.74,10,29.68,3.8,2024-09-05
OPP10465,Startup,AgriTech,Bihar,Series A,26.13,High,21700.73,7,5.71,5.3,2025-01-15
OPP10469,Startup,AgriTech,Meghalaya,Series C,14.47,Medium,24035.3,2,9.75,5.2,2025-04-09
OPP10489,Startup,AgriTech,Kerala,Series A,5.36,Medium,48834.09,3,22.19,4.8,2025-03-14
OPP10499,Real Estate,AgriTech,Maharashtra,,25.89,Medium,37512.06,9,8.12,1.6,2025-04-29
OPP10529,Startup,AgriTech,Odisha,Seed,17.29,Medium,22246.15,6,6.13,9.0,2025-05-13
OPP10574,Real Estate,AgriTech,Nagaland,,20.31,Low,7480.68,8,18.96,9.9,2024-10-21
OPP10575,Startup,AgriTech,Goa,Public,21.89,Medium,15183.21,5,23.7,9.8,2024-10-22
OPP10580,Real Estate,AgriTech,Meghalaya,,13.91,High,45477.62,2,10.14,8.5,2025-02-16
OPP10581,Real Estate,AgriTech,Kerala,,7.5,High,32514.5,9,11.17,4.2,2024-10-21
OPP10615,Startup,AgriTech,Madhya Pradesh,Seed,35.98,Medium,23766.89,2,7.8,3.1,2025-02-07
OPP10661,Startup,AgriTech,Meghalaya,Series A,22.37,Low,43915.91,5,27.02,2.0,2025-06-18
OPP10667,Real Estate,AgriTech,Assam,,40.79,High,35649.73,7,14.39,6.8,2024-12-07
OPP10710,Startup,AgriTech,Telangana,Series A,41.49,Low,3030.47,1,28.58,9.0,2025-04-26
OPP10723,Real Estate,AgriTech,Telangana,,30.56,High,37649.16,4,25.67,1.2,2024-09-13
OPP10750,Real Estate,AgriTech,Kerala,,11.67,Low,5271.09,9,29.39,1.9,2024-07-31
OPP10789,Real Estate,AgriTech,Bihar,,14.53,Medium,12894.88,5,5.31,3.3,2025-01-02
OPP10808,Real Estate,AgriTech,Manipur,,17.25,Medium,30889.23,5,8.19,3.9,2025-02-04
OPP10814,Real Estate,AgriTech,West Bengal,,44.61,Medium,15949.93,6,16.41,4.5,2025-04-26
OPP10818,Startup,AgriTech,Goa,Public,36.15,Low,25324.68,8,9.43,5.6,2024-12-11
OPP10822,Real Estate,AgriTech,Himachal Pradesh,,13.3,High,11288.94,5,23.33,9.7,2024-10-24
OPP10824,Real Estate,AgriTech,Maharashtra,,10.68,Medium,5959.54,6,27.14,3.4,2024-08-09
OPP10827,Real Estate,AgriTech,Tripura,,13.2,High,12847.68,6,23.76,7.0,2025-02-08
OPP10854,Startup,AgriTech,Madhya Pradesh,Public,23.81,High,37448.95,10,5.43,5.0,2024-10-03
OPP10895,Real Estate,AgriTech,Meghalaya,,34.98,Low,40318.34,8,28.86,2.9,2024-12-12
OPP10937,Startup,AgriTech,Nagaland,Series C,21.42,Low,12823.29,2,25.69,9.7,2025-06-18
OPP10957,Startup,AgriTech,Goa,Seed,30.64,Medium,27568.99,8,27.69,3.7,2025-01-18
OPP10970,Real Estate,AgriTech,Odisha,,10.44,Low,27315.01,4,26.77,9.5,2024-07-10
OPP10988,Real Estate,AgriTech,Tamil Nadu,,26.92,Low,44552.31,1,14.87,5.0,2024-10-02
OPP11019,Real Estate,AgriTech,Manipur,,37.45,High,33450.71,2,25.03,1.5,2024-08-02
OPP11021,Startup,AgriTech,Tamil Nadu,Series C,26.69,High,40933.94,8,16.73,1.2,2024-11-20
OPP11027,Real Estate,AgriTech,Maharashtra,,27.64,High,24553.78,8,11.82,2.7,2025-04-16
OPP11038,Real Estate,AgriTech,Arunachal Pradesh,,18.34,Low,25617.91,8,17.96,5.4,2025-05-27
OPP11043,Real Estate,AgriTech,Maharashtra,,30.2,High,43895.45,6,15.74,9.9,2024-07-18
OPP11044,Startup,AgriTech,Andhra Pradesh,Series A,34.47,Medium,37564.82,10,24.24,2.3,2024-09-08
OPP11059,Real Estate,AgriTech,Goa,,35.74,High,41127.79,9,19.46,5.7,2024-09-30
OPP11070,Real Estate,AgriTech,Tamil Nadu,,15.44,High,14807.28,9,29.98,6.8,2025-03-12
OPP11082,Real Estate,AgriTech,Assam,,12.82,Medium,45227.57,10,14.88,5.9,2024-10-18
OPP11086,Startup,AgriTech,Andhra Pradesh,IPO,11.28,High,9784.61,7,8.83,4.6,2025-06-28
OPP11093,Real Estate,AgriTech,Rajasthan,,33.87,High,6406.01,2,9.97,3.9,2025-06-27
OPP11196,Startup,AgriTech,Maharashtra,Series A,17.11,High,36621.5,5,22.09,4.2,2025-06-26
OPP11200,Real Estate,AgriTech,Karnataka,,27.75,Medium,19405.45,6,29.58,1.1,2025-05-28
OPP11219,Startup,AgriTech,Chhattisgarh,Public,36.95,High,26584.44,4,27.23,4.5,2025-01-17
OPP11242,Real Estate,AgriTech,Goa,,24.13,Medium,33120.58,3,20.59,5.9,2024-08-29
OPP11271,Real Estate,AgriTech,Gujarat,,20.41,Medium,23094.02,3,11.09,6.5,2025-02-07
OPP11275,Startup,AgriTech,Himachal Pradesh,Public,22.67,Low,49043.78,6,17.95,9.7,2024-11-04
OPP11293,Startup,AgriTech,Uttar Pradesh,Series C,19.59,Low,22363.63,1,11.23,6.6,2024-08-10
OPP11317,Startup,AgriTech,Chhattisgarh,Series C,39.29,Medium,13469.42,3,26.49,6.5,2024-08-02
OPP11341,Real Estate,AgriTech,Punjab,,8.63,High,49781.67,10,15.6,6.8,2025-01-07
OPP11342,Real Estate,AgriTech,Gujarat,,9.68,Medium,30565.66,6,6.67,2.4,2025-01-11
OPP11346,Real Estate,AgriTech,Haryana,,25.55,Medium,11529.2,5,28.07,2.0,2025-05-11
OPP11350,Startup,AgriTech,Andhra Pradesh,Public,35.63,High,17493.49,8,18.92,3.8,2025-04-19
OPP11387,Startup,AgriTech,Haryana,Seed,14.66,High,2757.21,5,27.25,9.4,2025-03-12
OPP11395,Real Estate,AgriTech,Maharashtra,,27.62,Medium,10594.07,1,27.16,1.6,2024-09-16
OPP11400,Real Estate,AgriTech,Andhra Pradesh,,13.64,Low,36356.06,4,8.88,2.1,2025-03-01
OPP11404,Startup,AgriTech,Arunachal Pradesh,IPO,12.9,Low,41481.02,1,26.19,9.7,2024-07-09
OPP11436,Real Estate,AgriTech,Nagaland,,24.13,Medium,31892.94,6,12.8,4.2,2025-02-06
OPP11468,Real Estate,AgriTech,Rajasthan,,29.59,High,14266.79,3,5.34,6.2,2024-08-04
OPP11477,Startup,AgriTech,Uttarakhand,Series C,16.35,Low,23309.42,10,25.79,1.3,2025-06-14
OPP11500,Real Estate,AgriTech,Uttarakhand,,5.13,Low,40989.25,3,29.39,4.5,2025-02-27
OPP11511,Startup,AgriTech,Goa,Series A,33.67,Low,19301.0,9,28.69,1.7,2025-03-29
OPP11522,Real Estate,AgriTech,Chhattisgarh,,28.87,Medium,49119.12,10,10.16,2.2,2025-05-18
OPP11530,Startup,AgriTech,Maharashtra,Series C,23.95,Low,48747.24,7,26.0,3.7,2025-05-13
OPP11542,Real Estate,AgriTech,Odisha,,40.05,Medium,34569.8,3,18.7,4.6,2024-08-01
OPP11556,Startup,AgriTech,Tamil Nadu,Public,21.92,Low,15629.56,5,16.27,6.7,2024-10-14
OPP11557,Real Estate,AgriTech,Tamil Nadu,,7.41,Low,5314.45,7,26.74,5.9,2025-02-27
OPP11574,Real Estate,AgriTech,Odisha,,18.79,Low,25611.58,10,8.08,2.1,2024-11-12
OPP11579,Startup,AgriTech,Tamil Nadu,Seed,7.38,Medium,12097.64,3,5.84,2.4,2024-10-10
OPP11583,Startup,AgriTech,Manipur,Series A,27.46,Medium,29041.13,8,8.84,6.0,2025-04-16
OPP11594,Startup,AgriTech,Bihar,Seed,40.93,High,43026.71,6,17.38,2.5,2024-08-30
OPP11603,Real Estate,AgriTech,Assam,,14.69,Medium,20452.96,5,26.99,7.6,2024-09-05
OPP11605,Real Estate,AgriTech,Mizoram,,14.96,High,32323.94,1,9.74,3.7,2025-01-12
OPP11641,Real Estate,AgriTech,Telangana,,32.04,High,12947.34,4,25.13,2.8,2024-08-29
OPP11661,Real Estate,AgriTech,Haryana,,25.88,Medium,33743.74,4,12.82,7.3,2025-01-14
OPP11679,Real Estate,AgriTech,Punjab,,17.12,Medium,48431.7,10,25.03,9.5,2025-05-03
OPP11717,Real Estate,AgriTech,Kerala,,38.87,High,37626.43,2,10.26,3.1,2025-04-15
OPP11742,Startup,AgriTech,Rajasthan,Series A,24.19,High,31989.54,4,5.84,8.4,2024-07-08
OPP11792,Real Estate,AgriTech,Uttarakhand,,40.42,Low,25503.94,3,17.3,6.7,2025-04-21
OPP11822,Real Estate,AgriTech,Maharashtra,,28.1,Low,42695.44,10,23.65,4.7,2025-03-08
OPP11830,Real Estate,AgriTech,Haryana,,30.39,Medium,25003.35,5,28.33,5.3,2025-01-06
OPP11842,Real Estate,AgriTech,Bihar,,36.92,Medium,18310.17,6,6.76,5.9,2024-08-22
OPP11870,Startup,AgriTech,Goa,Series A,19.93,Medium,24518.41,8,7.2,3.6,2025-01-31
OPP11894,Startup,AgriTech,Arunachal Pradesh,Seed,22.41,Low,22478.12,4,22.87,1.9,2025-01-03
OPP11898,Startup,AgriTech,Mizoram,Seed,14.94,High,10721.62,7,21.46,4.3,2024-12-25
OPP11921,Startup,AgriTech,Manipur,Series A,14.59,Medium,31818.04,9,7.64,5.8,2024-12-04
OPP11931,Real Estate,AgriTech,Maharashtra,,43.28,Medium,39218.62,1,24.43,6.6,2024-09-17
OPP11934,Startup,AgriTech,Goa,Public,9.36,Medium,16752.24,9,26.83,6.9,2024-10-17
OPP11953,Startup,AgriTech,Gujarat,Series A,28.29,Low,13973.0,7,5.63,6.6,2025-04-26
OPP11964,Real Estate,AgriTech,Assam,,29.92,Low,24537.61,3,13.37,1.8,2025-03-25
OPP11970,Startup,AgriTech,Tamil Nadu,IPO,22.34,Low,12731.58,6,24.01,7.5,2024-11-07
OPP11982,Real Estate,AgriTech,Chhattisgarh,,20.17,High,14830.5,7,5.44,4.8,2025-03-25
OPP11991,Startup,AgriTech,Chhattisgarh,Series C,36.35,Medium,35255.75,10,29.72,1.9,2024-11-02
OPP11998,Real Estate,AgriTech,Chhattisgarh,,35.46,Low,33818.51,9,19.8,7.6,2025-02-22
OPP12002,Startup,AgriTech,Maharashtra,Seed,7.08,Medium,11932.81,4,17.21,7.4,2025-01-05
OPP12061,Real Estate,AgriTech,Meghalaya,,12.39,High,37664.75,10,12.12,7.5,2024-09-05
OPP12066,Startup,AgriTech,Uttar Pradesh,IPO,39.38,Low,15590.63,3,29.08,4.2,2024-07-28
OPP12098,Startup,AgriTech,Madhya Pradesh,IPO,37.71,Low,25410.58,5,13.32,7.8,2025-05-25
OPP12107,Startup,AgriTech,Rajasthan,IPO,41.53,High,48166.55,4,11.7,9.6,2025-03-04
OPP12120,Real Estate,AgriTech,Gujarat,,11.88,Medium,40024.11,5,22.51,6.1,2025-02-13
OPP12127,Startup,AgriTech,Sikkim,Public,40.42,High,8554.74,4,18.53,8.7,2024-12-14
OPP12144,Startup,AgriTech,Chhattisgarh,Series B,18.36,Low,26010.04,4,15.15,7.4,2024-12-04
OPP12170,Startup,AgriTech,Uttarakhand,Seed,23.62,Low,40222.1,7,6.88,6.1,2024-08-21
OPP12182,Startup,AgriTech,Punjab,Series B,20.93,Low,44322.82,5,24.24,6.5,2024-09-16
OPP12211,Startup,AgriTech,Tamil Nadu,Seed,7.99,Medium,28306.02,3,26.7,7.5,2025-01-24
OPP12230,Real Estate,AgriTech,Nagaland,,32.32,Medium,49582.16,1,28.16,5.4,2024-08-19
OPP12256,Startup,AgriTech,Nagaland,Public,14.47,High,46573.61,6,9.71,9.7,2024-07-05
OPP12278,Real Estate,AgriTech,Haryana,,20.1,Medium,2547.33,10,27.59,5.4,2025-01-12
OPP12292,Real Estate,AgriTech,Himachal Pradesh,,18.14,Low,27701.51,4,6.05,6.9,2024-10-29
OPP12302,Real Estate,AgriTech,Jharkhand,,14.2,Low,26281.17,4,19.71,3.8,2024-08-24
OPP12305,Startup,AgriTech,Sikkim,Series B,30.78,Low,43034.56,10,12.44,7.4,2025-04-28
OPP12311,Real Estate,AgriTech,Mizoram,,26.5,Medium,48632.11,3,25.4,3.5,2024-07-31
OPP12361,Real Estate,AgriTech,Punjab,,37.81,Low,7249.32,1,29.28,6.4,2024-09-12
OPP12369,Real Estate,AgriTech,Andhra Pradesh,,42.7,Low,41519.96,5,17.81,6.6,2024-09-02
OPP12371,Real Estate,AgriTech,Bihar,,20.62,High,15087.43,7,8.68,1.9,2025-06-03
OPP12398,Real Estate,AgriTech,Chhattisgarh,,42.89,High,11821.3,7,5.26,6.1,2025-03-26
OPP12437,Real Estate,AgriTech,Nagaland,,33.52,High,43388.19,6,18.76,9.0,2025-03-18
OPP12451,Real Estate,AgriTech,Haryana,,17.75,Low,24668.41,8,27.94,2.6,2025-06-03
OPP12453,Startup,AgriTech,Gujarat,Series A,22.58,Medium,43787.98,4,28.14,6.3,2025-01-15
OPP12471,Real Estate,AgriTech,Andhra Pradesh,,43.12,High,8656.17,2,14.12,6.2,2024-09-16
OPP12489,Startup,AgriTech,Gujarat,IPO,30.09,High,26345.12,5,17.61,4.7,2024-12-23
OPP12505,Startup,AgriTech,Kerala,Series A,35.27,Low,37481.06,10,28.24,7.0,2024-08-12
OPP12517,Startup,AgriTech,Chhattisgarh,Series B,16.64,Low,32118.58,8,23.32,3.7,2025-04-21
OPP12531,Startup,AgriTech,West Bengal,Public,29.61,Low,36682.98,6,22.21,7.9,2024-12-23
OPP12534,Startup,AgriTech,Meghalaya,IPO,44.48,Low,11357.36,9,11.44,5.5,2025-02-17
OPP12537,Startup,AgriTech,Haryana,IPO,43.3,Low,29541.85,4,15.57,7.9,2024-07-17
OPP12575,Real Estate,AgriTech,Odisha,,24.5,High,37149.48,8,24.28,4.2,2025-02-23
OPP12588,Startup,AgriTech,Goa,Seed,15.6,Medium,11159.83,8,17.94,3.5,2024-08-10
OPP12589,Real Estate,AgriTech,Odisha,,42.32,Low,25444.3,8,14.91,4.5,2024-12-15
OPP12597,Startup,AgriTech,Arunachal Pradesh,IPO,14.67,Medium,40974.49,5,15.66,5.4,2025-07-01
OPP12619,Startup,AgriTech,Tripura,Series A,41.9,High,36211.52,10,13.73,6.7,2024-12-13
OPP12632,Real Estate,AgriTech,Gujarat,,36.59,Medium,47366.83,6,24.63,6.0,2024-08-04
OPP12649,Startup,AgriTech,Jharkhand,Seed,12.48,Low,44833.71,5,11.98,4.4,2025-01-21
