image_id,crop_type,disease_label,severity,day_of_year,avg_temp_C,rel_humidity_pct,rain_mm,ndvi,soil_moist_pct,light_lux
18491,apple,mildew,3,315,12.88,36.8,6.95,0.21,50.68,101913
18492,apple,mosaic,1,11,27.43,68.88,35.89,0.27,33.63,19405
18493,tomato,healthy,0,343,26.96,57.52,32.05,0.87,48.45,54534
18494,tomato,mosaic,2,28,32.06,98.15,25.67,0.71,42.72,60645
18495,tomato,healthy,0,135,34.81,66.3,42.02,0.83,49.54,72707
18496,rice,blight,4,50,29.82,64.01,44.24,0.79,44.95,14084
18497,corn,rust,2,106,12.11,70.96,23.45,0.21,50.71,67239
18498,corn,healthy,0,175,34.97,65.8,8.48,0.63,14.88,59888
18499,tomato,healthy,0,308,26.38,58.12,28.92,0.51,52.48,29638
18500,corn,blight,2,200,29.66,66.99,1.5,0.46,27.9,117871
18501,apple,healthy,0,100,29.78,75.52,34.29,0.8,56.95,103742
18502,tomato,healthy,0,107,34.68,94.1,37.45,0.87,16.3,107444
18503,corn,healthy,0,336,17.5,58.26,8.78,0.84,29.89,73227
18504,corn,healthy,0,335,29.7,71.06,15.21,0.22,9.63,108970
18505,tomato,blight,1,120,24.2,43.33,46.66,0.44,13.75,62883
18506,tomato,blight,1,126,32.41,89.99,48.73,0.71,34.91,20658
18507,rice,healthy,0,289,14.59,62.25,10.16,0.84,56.72,78449
18508,rice,mosaic,1,72,14.42,48.64,18.1,0.45,34.81,71928
18509,apple,rust,1,176,34.71,55.58,6.93,0.43,39.34,42546
18510,tomato,healthy,0,280,27.05,67.71,19.68,0.35,24.97,16516
18511,tomato,mildew,3,359,21.17,79.76,28.98,0.85,17.91,41466
18512,tomato,healthy,0,261,34.6,60.95,4.27,0.4,50.07,56675
18513,rice,healthy,0,252,17.6,92.12,25.95,0.57,36.35,59185
18514,tomato,healthy,0,155,32.72,80.49,21.06,0.86,59.69,45996
18515,rice,mosaic,3,104,21.71,84.42,5.35,0.31,27.74,65569
18516,corn,healthy,0,262,32.39,51.81,29.26,0.63,39.92,14117
18517,tomato,healthy,0,269,19.09,34.28,39.92,0.42,26.76,47466
18518,tomato,rust,4,90,29.48,92.58,1.14,0.24,29.68,60680
18519,tomato,healthy,0,17,22.98,54.33,44.99,0.64,7.03,89359
18520,apple,healthy,0,277,10.19,97.99,28.6,0.37,44.86,42133
18521,rice,rust,2,180,10.18,85.46,1.84,0.68,37.71,117322
18522,apple,healthy,0,80,24.35,77.59,48.6,0.72,57.14,53510
18523,apple,mosaic,3,182,13.96,74.57,21.36,0.49,26.15,97765
18524,tomato,blight,1,234,21.63,77.12,22.81,0.9,50.36,96355
18525,apple,mosaic,1,70,29.93,81.66,34.54,0.82,14.58,21039
18526,tomato,healthy,0,322,12.33,64.61,26.15,0.21,27.08,118458
18527,apple,mosaic,2,69,28.4,93.42,25.81,0.76,47.08,85035
18528,tomato,blight,4,196,27.92,43.67,12.83,0.76,29.63,112987
18529,rice,healthy,0,156,28.11,36.87,17.64,0.67,14.9,96542
18530,apple,blight,3,151,34.33,81.06,17.19,0.84,51.53,63846
18531,tomato,healthy,0,236,32.9,33.95,13.26,0.74,20.11,81267
18532,tomato,rust,1,205,19.92,90.35,26.12,0.46,56.46,22067
18533,rice,blight,3,205,32.57,89.55,3.29,0.49,48.21,14332
18534,corn,mosaic,2,20,28.88,83.07,23.82,0.48,51.24,34944
18535,corn,mildew,4,203,15.47,90.52,0.48,0.43,57.64,12435
18536,rice,mildew,4,26,13.34,54.36,3.08,0.46,18.59,54723
18537,tomato,healthy,0,245,14.54,90.77,47.46,0.21,42.81,50590
18538,tomato,healthy,0,208,30.02,73.49,11.63,0.82,20.31,115435
18539,tomato,healthy,0,186,18.41,35.17,47.19,0.9,37.63,23180
18540,tomato,rust,2,230,31.61,30.76,14.17,0.2,35.04,92866
18541,rice,rust,2,347,30.16,56.13,6.91,0.72,35.09,90059
18542,apple,healthy,0,46,13.55,49.0,32.91,0.28,37.32,116518
18543,corn,rust,2,122,32.75,89.46,9.84,0.42,52.23,54919
18544,tomato,blight,1,272,29.35,72.92,1.01,0.45,53.71,10725
18545,corn,healthy,0,358,30.41,50.24,36.55,0.49,28.69,93908
18546,apple,healthy,0,97,14.8,35.08,12.12,0.43,43.06,90636
18547,corn,blight,4,102,28.42,30.61,5.03,0.64,47.81,94507
18548,rice,rust,2,317,18.04,97.59,18.09,0.27,57.8,16217
18549,apple,blight,1,12,18.98,85.96,40.35,0.31,46.96,113851
18550,tomato,mosaic,4,361,31.95,89.17,33.8,0.22,19.95,73565
18551,rice,healthy,0,175,21.89,76.51,47.97,0.62,56.71,46403
18552,rice,blight,3,27,27.4,82.55,21.68,0.81,23.94,36983
18553,corn,rust,2,266,33.48,49.94,0.61,0.53,43.64,113487
18554,rice,blight,2,150,13.61,63.96,45.64,0.28,7.33,73369
18555,rice,mosaic,4,121,12.86,61.49,35.22,0.52,30.64,118821
18556,rice,mildew,3,201,26.89,85.01,26.83,0.27,45.43,33446
18557,tomato,healthy,0,289,27.31,44.34,18.09,0.86,50.75,57312
18558,tomato,blight,3,61,19.61,58.01,0.9,0.86,48.4,33983
18559,rice,healthy,0,133,17.75,46.01,31.77,0.82,27.77,100237
18560,tomato,rust,4,216,22.54,64.65,27.9,0.79,23.04,113365
18561,tomato,healthy,0,168,32.57,48.01,15.7,0.54,36.57,47630
18562,rice,healthy,0,353,16.88,75.65,39.73,0.64,37.57,10218
18563,corn,rust,2,113,33.54,76.03,26.6,0.51,55.5,45467
18564,rice,healthy,0,125,15.35,74.89,21.46,0.3,26.58,25626
18565,apple,blight,3,309,32.53,65.77,40.7,0.5,54.79,18226
18566,tomato,healthy,0,262,11.54,43.61,43.57,0.45,22.66,64380
18567,corn,blight,1,63,20.92,88.44,38.05,0.73,12.84,55007
18568,rice,rust,2,289,30.6,49.28,4.94,0.78,11.33,11350
18569,rice,mildew,3,244,22.03,98.58,34.84,0.89,33.64,103461
18570,corn,healthy,0,113,33.77,79.81,24.42,0.4,27.78,29219
18571,rice,mildew,4,246,17.42,34.67,8.03,0.76,28.87,105219
18572,corn,healthy,0,130,19.36,57.03,29.82,0.35,7.84,22573
18573,corn,healthy,0,362,21.56,71.74,16.52,0.9,57.55,91969
18574,rice,rust,3,255,31.37,42.8,20.83,0.51,19.56,80646
18575,apple,healthy,0,358,23.13,35.49,27.25,0.33,27.46,107775
18576,apple,rust,4,134,25.72,78.85,28.48,0.84,5.96,28981
18577,corn,healthy,0,81,16.55,90.58,37.17,0.61,11.07,80283
18578,apple,healthy,0,165,29.04,32.45,1.82,0.81,10.71,34552
18579,rice,rust,1,285,25.36,65.93,43.05,0.39,24.86,113979
18580,corn,mildew,4,2,32.26,67.78,22.83,0.27,43.79,28532
18581,tomato,healthy,0,120,17.38,99.5,20.8,0.77,58.13,60812
18582,tomato,healthy,0,174,21.2,94.64,26.68,0.73,24.78,43832
18583,apple,mosaic,3,108,24.14,54.01,15.74,0.24,47.63,72673
18584,corn,mildew,4,220,21.01,90.97,37.86,0.71,56.05,99211
18585,corn,rust,2,71,13.56,45.18,21.26,0.86,5.76,58541
18586,apple,healthy,0,151,27.97,50.76,3.4,0.5,49.51,94493
18587,tomato,healthy,0,129,30.29,55.27,36.34,0.48,36.39,92978
18588,tomato,mosaic,4,52,20.96,93.05,27.47,0.47,51.39,89367
18589,tomato,mosaic,1,47,33.75,82.98,39.7,0.36,40.94,107184
18590,apple,mosaic,3,68,34.58,68.33,10.84,0.79,9.48,23593
18591,tomato,mildew,2,305,14.85,70.92,38.49,0.2,46.73,36252
18592,apple,healthy,0,238,12.56,90.53,31.6,0.4,44.4,19634
18593,tomato,mosaic,2,103,12.4,87.36,10.49,0.48,34.32,26986
18594,tomato,mosaic,4,171,16.05,89.01,15.38,0.8,7.77,89729
18595,apple,mildew,3,280,34.42,79.34,38.37,0.5,42.64,36895
18596,rice,healthy,0,77,34.43,64.3,36.72,0.22,40.59,81662
18597,apple,blight,1,199,10.97,65.45,14.43,0.72,34.12,58712
18598,apple,healthy,0,254,12.51,76.34,26.28,0.64,25.25,43842
18599,rice,healthy,0,292,33.4,76.73,49.33,0.8,11.25,88116
18600,tomato,mildew,4,267,32.67,83.32,43.59,0.76,20.15,15252
18601,tomato,blight,4,340,10.85,82.34,23.94,0.21,10.31,87969
18602,apple,healthy,0,161,31.05,64.93,49.42,0.56,35.67,89481
18603,apple,healthy,0,165,33.0,75.99,35.37,0.27,14.22,107401
18604,apple,healthy,0,134,34.74,80.13,42.8,0.71,28.2,97307
18605,apple,mosaic,2,186,24.37,89.06,15.23,0.69,26.47,93767
18606,tomato,healthy,0,302,18.4,81.16,42.1,0.64,14.11,66584
18607,tomato,rust,4,41,13.66,33.87,39.56,0.9,49.3,77947
18608,tomato,rust,4,107,19.61,38.28,26.51,0.53,35.55,57912
18609,rice,blight,1,200,32.66,69.64,32.93,0.61,35.78,76643
18610,rice,mildew,2,344,10.67,44.35,27.01,0.43,47.43,58782
18611,tomato,healthy,0,340,15.41,89.29,47.33,0.68,47.29,49795
18612,corn,blight,1,85,11.29,43.01,43.17,0.71,21.39,60165
18613,apple,healthy,0,53,12.73,75.9,5.69,0.6,43.12,65271
18614,apple,mosaic,2,41,27.42,46.41,41.91,0.59,48.54,91296
18615,tomato,mildew,4,326,34.17,70.79,29.82,0.26,35.93,113349
18616,rice,rust,3,327,16.1,78.89,9.69,0.71,5.04,28005
18617,apple,mosaic,4,245,20.68,51.85,36.26,0.5,6.04,50095
18618,tomato,blight,1,135,18.04,65.23,0.1,0.76,14.74,51864
18619,rice,mosaic,4,294,21.09,88.86,28.71,0.53,18.82,32603
18620,corn,blight,2,266,22.6,76.94,5.56,0.78,12.61,91309
18621,tomato,rust,1,203,26.0,59.99,14.79,0.71,51.63,63986
18622,corn,rust,3,286,34.49,62.66,25.01,0.69,15.95,14583
18623,corn,blight,3,274,23.3,31.85,14.22,0.42,49.35,10948
18624,corn,rust,1,156,17.62,59.2,17.07,0.24,18.07,30168
18625,corn,healthy,0,160,27.07,81.89,3.05,0.5,10.36,84158
18626,apple,blight,4,362,29.73,37.16,19.88,0.37,59.71,102206
18627,corn,rust,3,173,21.32,53.58,39.72,0.51,54.69,93964
18628,apple,blight,1,205,28.64,70.23,23.71,0.6,48.64,25967
18629,rice,rust,3,294,19.01,36.83,2.17,0.4,6.8,20239
18630,apple,rust,3,327,10.74,84.19,15.28,0.33,28.46,78125
18631,corn,rust,1,192,21.46,74.18,34.09,0.47,21.53,72707
18632,corn,rust,3,351,29.37,74.32,22.23,0.42,19.97,70307
18633,tomato,mosaic,4,33,15.45,83.13,9.42,0.4,59.83,70523
18634,apple,mildew,4,280,31.82,53.09,5.23,0.34,13.4,20986
18635,apple,rust,4,27,15.58,89.31,17.06,0.9,17.12,99121
18636,tomato,healthy,0,226,33.47,73.43,1.69,0.46,55.53,55666
18637,apple,healthy,0,290,20.65,38.66,20.62,0.86,40.52,33596
18638,tomato,healthy,0,83,16.27,90.81,26.88,0.41,48.98,60507
18639,apple,healthy,0,346,21.85,64.84,48.05,0.68,6.74,110398
18640,tomato,mosaic,2,348,15.85,56.79,24.89,0.44,21.58,15409
18641,apple,healthy,0,164,12.69,67.18,47.51,0.83,58.79,66129
18642,rice,healthy,0,165,34.14,47.14,11.59,0.68,20.61,86915
18643,corn,healthy,0,321,14.59,48.15,47.52,0.81,35.62,100273
18644,rice,healthy,0,222,33.25,79.77,44.95,0.64,12.0,76446
18645,rice,blight,3,188,18.63,76.85,41.56,0.31,45.09,80701
18646,tomato,blight,1,133,34.52,31.35,11.58,0.62,55.84,42340
18647,apple,rust,4,210,16.17,60.34,8.68,0.61,47.26,115519
18648,rice,rust,4,156,16.29,74.82,32.68,0.34,54.19,110208
18649,corn,healthy,0,339,29.81,57.13,14.96,0.26,15.51,36995
18650,rice,mosaic,4,76,25.32,68.69,6.5,0.74,40.27,58142
18651,rice,healthy,0,57,10.74,49.92,23.86,0.26,41.86,104291
18652,corn,healthy,0,241,30.57,59.78,24.71,0.88,47.77,46581
18653,apple,healthy,0,350,24.85,77.45,38.8,0.21,18.55,92496
18654,corn,mildew,3,100,13.32,74.19,5.81,0.23,17.82,79856
18655,corn,mosaic,2,48,29.94,49.6,14.22,0.87,15.14,13394
18656,corn,mildew,3,269,12.81,84.02,41.02,0.87,6.11,116736
18657,rice,rust,4,291,29.45,32.41,19.77,0.28,39.53,43925
18658,rice,mildew,1,336,17.97,97.31,5.01,0.5,43.16,75060
18659,apple,healthy,0,21,33.75,32.37,35.27,0.47,20.71,72582
18660,rice,healthy,0,287,21.99,68.58,47.95,0.71,16.05,115354
18661,apple,mildew,3,220,11.89,50.69,26.83,0.32,16.15,99115
18662,rice,blight,4,246,20.06,93.47,36.79,0.71,23.32,13896
18663,corn,rust,4,87,25.34,87.58,38.0,0.31,40.59,109903
18664,rice,mosaic,2,365,30.84,84.59,8.43,0.32,8.48,99238
18665,apple,blight,1,92,31.95,42.05,23.55,0.36,12.39,30556
18666,tomato,mildew,2,323,29.13,83.52,37.33,0.22,53.19,94336
18667,tomato,healthy,0,9,30.71,67.27,6.25,0.41,11.3,70210
18668,rice,healthy,0,76,20.0,58.23,2.33,0.42,58.86,54897
18669,rice,healthy,0,229,25.8,37.34,12.06,0.68,38.71,39402
18670,apple,healthy,0,252,31.31,64.19,27.07,0.79,57.29,20470
18671,rice,healthy,0,168,14.71,49.82,47.45,0.26,9.71,12983
18672,apple,healthy,0,343,13.52,81.38,35.54,0.66,32.7,38491
18673,rice,blight,1,295,31.32,82.29,26.13,0.8,44.94,107177
18674,apple,healthy,0,32,10.96,35.82,17.86,0.26,46.18,12898
18675,apple,mildew,3,168,12.38,88.18,41.51,0.63,43.36,104968
18676,apple,mosaic,1,110,14.21,57.35,26.04,0.41,33.75,85666
18677,corn,mosaic,2,223,28.92,91.08,6.59,0.89,28.1,38777
18678,corn,healthy,0,200,19.86,59.36,40.52,0.44,17.73,84914
18679,corn,mildew,1,327,24.73,34.94,25.93,0.57,43.69,99251
18680,rice,rust,1,180,12.92,75.74,45.75,0.22,37.97,72738
18681,tomato,healthy,0,181,17.83,42.41,6.28,0.25,26.69,104948
18682,rice,healthy,0,126,13.35,78.18,21.58,0.81,44.38,19686
18683,tomato,healthy,0,247,26.71,59.03,34.85,0.29,29.34,24971
18684,apple,mosaic,3,157,12.61,47.18,45.35,0.63,17.41,92724
18685,tomato,blight,3,316,27.79,40.84,24.74,0.85,26.1,51788
18686,apple,mosaic,3,81,25.49,74.91,47.47,0.51,55.58,29039
18687,tomato,mosaic,4,28,18.28,91.35,28.39,0.47,7.97,104405
18688,tomato,healthy,0,79,21.64,91.28,35.83,0.46,28.13,59909
18689,apple,blight,1,60,29.59,40.85,16.0,0.61,25.17,89050
18690,apple,healthy,0,191,32.51,72.08,32.0,0.67,11.28,100573
18691,tomato,mosaic,4,193,28.35,51.46,46.37,0.87,52.8,73705
18692,rice,mosaic,2,258,12.23,36.05,7.93,0.37,30.35,62959
18693,tomato,rust,3,253,17.71,38.16,10.25,0.4,37.36,85742
18694,tomato,healthy,0,281,29.06,32.93,36.0,0.61,23.61,90711
18695,tomato,blight,3,123,12.22,70.73,7.21,0.37,55.82,64662
18696,apple,blight,4,353,26.64,33.15,24.49,0.24,13.88,108597
18697,corn,healthy,0,118,28.09,30.13,6.96,0.81,35.22,81957
18698,corn,mildew,1,81,25.68,94.2,37.3,0.47,58.29,12733
18699,rice,mildew,2,354,17.33,55.83,10.62,0.44,21.54,53210
18700,apple,blight,4,227,27.84,54.22,44.03,0.31,56.34,16148
18701,apple,healthy,0,283,23.5,54.75,18.65,0.58,30.15,84081
18702,apple,healthy,0,26,34.0,42.44,13.77,0.82,48.24,86754
18703,apple,healthy,0,230,16.46,52.29,10.46,0.67,23.58,77627
18704,rice,healthy,0,355,30.99,98.85,35.69,0.6,8.52,43720
18705,corn,healthy,0,292,15.01,54.32,28.91,0.43,53.3,82684
18706,apple,healthy,0,81,12.07,47.34,48.6,0.57,12.09,106062
18707,apple,healthy,0,288,14.2,45.49,4.94,0.29,17.93,84867
18708,corn,rust,4,336,28.88,77.87,22.56,0.33,59.71,60755
18709,tomato,healthy,0,110,16.63,59.7,30.49,0.34,28.69,98469
18710,tomato,mosaic,3,221,24.85,59.92,15.48,0.75,7.92,54343
18711,rice,mildew,2,244,30.18,59.25,31.08,0.67,32.56,88912
18712,corn,mildew,2,253,32.04,35.28,43.94,0.61,10.29,104457
18713,apple,healthy,0,301,14.63,71.37,0.07,0.5,19.29,76849
18714,tomato,healthy,0,274,18.02,43.58,34.48,0.75,48.51,19319
18715,apple,healthy,0,243,14.48,49.78,15.47,0.63,8.06,113065
18716,apple,healthy,0,82,31.6,64.66,11.68,0.57,34.34,65341
18717,corn,mildew,2,67,10.99,82.13,28.33,0.23,41.22,115210
18718,tomato,mosaic,3,349,23.85,72.01,2.17,0.56,25.14,119906
18719,apple,healthy,0,99,24.11,96.24,32.42,0.33,41.57,92189
18720,tomato,healthy,0,154,26.06,96.54,40.5,0.55,20.39,40314
18721,apple,blight,2,21,33.89,80.79,34.32,0.57,26.32,36473
18722,rice,healthy,0,153,14.84,73.11,36.99,0.63,44.03,51738
18723,tomato,rust,2,40,11.74,55.71,28.9,0.48,47.4,89807
18724,corn,healthy,0,342,20.86,84.27,28.12,0.36,26.56,65133
18725,rice,rust,3,179,11.06,63.36,15.95,0.77,43.67,107296
18726,apple,blight,3,357,25.36,93.51,38.13,0.64,39.24,95366
18727,apple,mildew,2,101,22.72,89.84,40.26,0.25,5.06,67986
18728,tomato,mosaic,3,207,24.49,79.72,4.86,0.21,9.93,119007
18729,corn,blight,3,121,13.06,40.6,29.34,0.43,55.82,88969
18730,rice,blight,1,334,21.78,95.35,34.24,0.8,24.97,19957
18731,corn,rust,4,150,11.63,36.81,15.95,0.8,28.05,95800
18732,corn,healthy,0,37,34.08,54.59,32.91,0.88,56.87,72488
18733,tomato,mildew,2,4,34.19,51.59,45.28,0.34,41.35,62269
18734,tomato,blight,1,345,17.32,96.9,35.99,0.74,27.57,16761
18735,corn,mosaic,2,107,10.32,75.34,28.94,0.25,56.61,74635
18736,rice,healthy,0,34,32.29,76.19,40.28,0.87,16.13,11041
18737,corn,blight,1,159,13.07,72.75,3.36,0.35,52.99,112751
18738,tomato,healthy,0,3,28.59,59.82,29.02,0.86,54.97,84260
18739,corn,healthy,0,352,32.65,34.23,33.71,0.59,11.85,80284
18740,tomato,rust,3,303,32.08,64.92,4.8,0.85,29.08,67697
18741,tomato,healthy,0,21,19.94,62.37,25.1,0.28,14.52,22233
18742,apple,blight,4,54,13.99,97.82,7.29,0.87,34.62,20211
18743,corn,healthy,0,330,14.31,80.75,13.89,0.25,38.27,10637
18744,tomato,healthy,0,278,14.14,86.75,17.53,0.83,10.61,71386
18745,rice,blight,1,64,26.97,63.59,36.89,0.41,34.58,54670
18746,apple,mosaic,4,359,25.37,49.02,45.55,0.65,26.73,53027
18747,corn,blight,3,113,10.43,51.89,46.64,0.58,54.62,94351
18748,rice,healthy,0,177,10.08,86.72,11.65,0.6,39.44,40583
18749,apple,blight,1,119,26.22,58.27,34.35,0.41,12.72,52710
18750,rice,rust,4,239,16.72,40.39,16.13,0.36,25.3,73605
18751,rice,rust,4,345,18.87,83.74,28.16,0.63,45.81,82645
18752,apple,healthy,0,225,11.01,33.61,9.5,0.72,35.52,37784
18753,apple,rust,2,307,18.93,61.61,28.78,0.23,5.75,98743
18754,corn,rust,2,107,23.73,64.62,42.48,0.62,39.88,90053
18755,tomato,healthy,0,352,17.9,93.44,48.48,0.84,40.37,73047
18756,tomato,blight,3,172,15.31,81.96,32.86,0.77,34.35,110934
18757,apple,blight,3,162,13.74,87.0,46.47,0.56,59.21,68686
18758,rice,rust,3,318,21.83,32.23,42.56,0.24,33.81,24432
18759,tomato,rust,4,156,34.62,42.84,28.84,0.68,36.31,97159
18760,tomato,rust,4,132,11.66,39.84,46.63,0.3,5.23,110906
18761,corn,healthy,0,174,29.62,65.8,24.64,0.72,15.44,14396
18762,corn,rust,1,158,26.63,75.69,20.52,0.86,42.72,112988
18763,apple,healthy,0,133,14.83,87.41,17.01,0.49,55.55,78171
18764,tomato,blight,3,118,22.73,46.3,43.22,0.6,54.76,43147
18765,apple,healthy,0,148,15.88,99.9,40.38,0.27,6.09,114068
18766,corn,rust,1,274,26.26,64.75,29.63,0.44,13.76,110846
18767,rice,rust,3,102,15.31,73.25,43.38,0.34,51.34,46368
18768,tomato,healthy,0,33,10.42,58.58,34.99,0.81,20.53,57224
18769,rice,mildew,1,142,16.86,98.42,21.65,0.25,5.47,116779
18770,apple,rust,1,297,11.6,82.97,27.48,0.55,35.77,33622
18771,apple,healthy,0,12,22.96,80.45,5.36,0.25,14.24,113030
18772,rice,blight,2,253,18.19,46.98,4.63,0.53,29.91,119237
18773,rice,healthy,0,243,28.71,51.24,45.92,0.27,44.86,26852
18774,tomato,blight,3,145,17.15,90.7,11.65,0.34,14.62,31466
18775,apple,mosaic,2,126,24.34,43.17,35.05,0.77,8.74,51656
18776,corn,rust,2,294,25.66,77.82,18.27,0.64,48.61,115798
18777,tomato,healthy,0,109,20.33,57.77,28.79,0.47,11.23,20561
18778,rice,blight,1,334,22.27,68.95,6.47,0.79,37.78,102145
18779,rice,healthy,0,118,10.9,76.22,34.36,0.66,53.27,11471
18780,apple,healthy,0,243,13.35,73.41,22.32,0.24,9.01,74249
18781,corn,mosaic,4,179,20.01,37.92,48.56,0.52,54.22,52348
18782,corn,rust,3,338,19.4,62.08,34.58,0.54,13.66,23761
18783,rice,rust,1,210,21.22,49.28,10.79,0.63,48.28,84500
18784,rice,mildew,3,135,16.94,80.77,9.12,0.55,53.15,118944
18785,tomato,blight,4,167,28.78,91.1,27.01,0.78,47.17,116688
18786,rice,mildew,1,32,18.44,56.13,28.29,0.75,57.51,90585
18787,apple,blight,2,111,23.19,33.14,5.56,0.36,53.07,21573
18788,tomato,blight,4,362,24.84,60.05,1.95,0.59,56.95,31977
18789,corn,mosaic,4,318,32.86,98.38,42.88,0.78,34.44,83904
18790,tomato,blight,3,292,19.56,99.48,3.52,0.83,5.89,90821
18791,tomato,rust,2,264,30.1,97.41,27.53,0.36,8.62,29443
18792,tomato,healthy,0,244,27.51,43.74,49.62,0.77,31.41,56136
18793,rice,mildew,1,14,20.34,75.86,28.47,0.5,48.91,23931
18794,tomato,mosaic,2,167,24.72,48.15,11.97,0.47,32.29,105935
18795,apple,healthy,0,140,25.52,79.48,44.91,0.62,57.46,86041
18796,corn,rust,3,94,25.8,57.78,2.37,0.62,42.93,69301
18797,rice,healthy,0,239,19.64,32.4,26.51,0.79,21.15,67986
18798,corn,blight,2,1,19.87,86.81,47.68,0.71,12.28,80377
18799,rice,healthy,0,339,15.44,79.8,33.95,0.71,14.08,73516
18800,tomato,healthy,0,305,14.85,76.13,15.5,0.23,25.09,105325
18801,tomato,healthy,0,165,24.46,95.03,1.68,0.41,16.81,23424
18802,corn,blight,1,299,25.07,48.35,6.35,0.42,44.38,74033
18803,apple,mildew,2,210,34.63,44.53,29.91,0.48,47.38,110617
18804,rice,healthy,0,257,17.72,97.66,39.59,0.67,54.89,82211
18805,tomato,rust,3,312,22.61,86.6,48.17,0.51,56.44,64423
18806,apple,blight,4,77,30.38,30.34,45.93,0.64,53.35,94220
18807,apple,mosaic,4,165,29.63,89.71,15.45,0.58,52.05,101955
18808,corn,rust,3,165,20.88,34.06,26.22,0.71,32.0,94414
18809,apple,healthy,0,270,18.93,39.14,15.03,0.36,31.3,104820
18810,tomato,mildew,1,207,30.13,82.5,34.64,0.7,44.15,18303
18811,corn,healthy,0,7,24.39,67.69,10.82,0.87,28.94,37006
18812,tomato,healthy,0,16,17.13,61.8,28.99,0.75,26.64,16846
18813,corn,healthy,0,246,26.21,81.8,29.55,0.88,23.28,61244
18814,apple,blight,4,109,18.36,38.42,5.9,0.26,17.28,17780
18815,corn,mosaic,2,298,19.81,90.19,23.32,0.52,36.92,116251
18816,apple,rust,1,349,26.23,66.31,32.82,0.59,55.04,92370
18817,corn,healthy,0,74,17.6,52.33,32.17,0.6,42.92,27171
18818,corn,blight,4,213,23.15,82.74,22.99,0.61,18.99,116779
18819,rice,blight,2,143,18.91,90.3,18.67,0.76,28.89,59375
18820,corn,blight,1,40,12.36,52.92,31.12,0.71,57.2,55220
18821,rice,healthy,0,289,16.47,87.35,10.47,0.37,21.9,105989
18822,rice,blight,3,34,30.76,33.93,44.62,0.85,22.06,86947
18823,apple,healthy,0,201,27.83,53.1,0.49,0.76,26.11,108290
18824,rice,healthy,0,287,32.97,48.22,5.69,0.59,30.94,20441
18825,apple,rust,4,358,21.15,83.61,29.95,0.2,47.47,86550
18826,corn,healthy,0,111,17.27,97.6,6.15,0.25,13.6,63854
18827,apple,healthy,0,331,14.13,89.83,7.39,0.37,44.98,106459
18828,tomato,rust,4,153,15.71,98.5,44.72,0.84,21.3,45041
18829,corn,rust,2,314,16.28,59.76,19.8,0.86,54.8,108327
18830,corn,rust,2,271,13.52,90.25,16.41,0.44,31.4,12759
18831,corn,healthy,0,192,12.14,88.24,38.82,0.77,23.96,89560
18832,corn,rust,4,351,27.56,34.19,1.35,0.78,30.24,103502
18833,corn,blight,2,153,12.19,67.49,9.12,0.78,12.27,48210
18834,apple,mildew,3,103,20.6,93.78,32.16,0.53,39.53,110210
18835,apple,blight,3,196,14.52,81.71,29.86,0.6,23.86,54925
18836,rice,mildew,2,194,30.18,57.61,13.52,0.55,8.5,106680
18837,rice,mosaic,3,220,23.6,82.03,32.22,0.5,25.94,115277
18838,rice,healthy,0,243,24.51,33.55,26.79,0.75,11.18,82506
18839,rice,healthy,0,95,17.62,65.97,48.72,0.76,6.87,29422
18840,rice,rust,1,105,27.6,47.95,44.56,0.66,30.44,56461
18841,apple,healthy,0,236,16.67,75.17,18.76,0.41,28.27,114801
18842,rice,healthy,0,303,14.48,37.25,2.27,0.56,47.74,63858
18843,corn,healthy,0,1,12.07,45.89,15.63,0.84,30.43,49652
18844,rice,mosaic,4,281,32.68,47.24,44.0,0.72,26.05,66519
18845,tomato,mosaic,3,9,27.7,77.2,24.42,0.54,30.21,98176
18846,rice,healthy,0,102,20.05,55.54,14.97,0.26,9.31,20611
18847,apple,mildew,1,28,20.03,77.2,0.17,0.28,44.35,89786
18848,corn,healthy,0,4,16.6,57.0,22.59,0.62,44.03,52926
18849,corn,healthy,0,247,16.5,33.07,36.2,0.55,6.96,25694
18850,rice,healthy,0,257,30.85,68.39,7.49,0.68,23.38,119022
18851,rice,healthy,0,173,29.95,76.84,33.45,0.34,45.48,69905
18852,rice,rust,3,102,16.91,72.44,26.4,0.37,16.4,38899
18853,rice,blight,1,279,24.2,78.21,15.97,0.6,25.95,38357
18854,rice,blight,3,140,17.95,75.44,5.51,0.46,49.28,111563
18855,corn,blight,4,213,20.21,79.15,2.04,0.38,7.68,38732
18856,rice,blight,4,21,12.91,38.65,42.57,0.58,33.22,13948
18857,rice,healthy,0,5,25.94,82.35,45.56,0.48,13.53,28194
18858,apple,healthy,0,71,22.78,47.57,2.55,0.57,29.26,51828
18859,apple,blight,2,165,30.17,72.19,33.1,0.34,26.06,18268
18860,rice,blight,2,208,25.57,59.55,34.49,0.5,42.77,71178
18861,apple,rust,1,251,31.73,38.81,13.67,0.8,47.2,47327
18862,corn,healthy,0,74,30.27,46.52,31.37,0.46,59.28,90641
18863,apple,rust,2,2,24.37,67.05,44.92,0.68,13.55,43894
18864,rice,healthy,0,334,22.89,34.72,47.93,0.46,18.57,99284
18865,apple,healthy,0,28,13.62,75.64,30.92,0.21,50.6,35514
18866,rice,healthy,0,11,13.65,83.87,44.73,0.26,9.87,70411
